c,theta,A1,n_star,w,N_real,N_predict,Error_predict
144.57094895484786,0.3044999807094956,36.71051229900398,0.922294834641663,0.09313482873568056,63.0,491.0,679.3650793650794
59.835478699038276,0.3304280691589665,27.97104337714332,0.9222948445493748,0.09445394115974108,63.0,389.0,517.4603174603176
18.770476149977025,0.4788209037889338,12.500091072249196,0.5954270714850896,2.233226294606977,116.0,78.0,32.75862068965517
45.827932907490904,0.33835292323673105,20.83808579522566,0.922294835538458,0.10814092002159888,53.0,292.0,450.9433962264151
1093.4833905605262,0.45559030719197996,73.11934767756155,0.9222947873957746,0.06057489924517001,70.0,954.0,1262.857142857143
22.621388943604497,0.4832310409212102,14.928358662859068,0.2909856437017696,1.6623061537352841,87.0,73.0,16.091954022988507
31.109882216235533,0.6310076963434482,41.010628362077384,0.2686996715291395,3.3702424859405733,341.0,208.0,39.002932551319645
38.76253337735774,0.4481714095477216,16.54224994810957,0.5554017254104836,2.9832948138397604,142.0,68.0,52.11267605633803
17.968285726617573,0.6800446826762256,9.331188721987525,0.29247481337650044,5.61095326330374,152.0,91.0,40.131578947368425
28.216777356711113,0.3611947077580089,19.16478675220237,0.9222948471071412,0.15812860336018272,74.0,282.0,281.0810810810811
12.264348568148328,0.4160285577839804,13.007407248847553,0.9222948495717164,0.2986957698090376,89.0,206.0,131.46067415730334
331.5654872346612,0.0810832575362552,246.05408655989302,0.9222946291726278,0.018000945235599992,66.0,3176.0,4712.121212121212
200.82151857072964,0.3082803853789451,29.326415194175482,0.9222948466896221,0.593524787338537,233.0,386.0,65.66523605150215
0.008980031667995103,0.03775004671029334,51.8168315081566,0.3428862425146201,2.3080281132881213,306.0,203.0,33.66013071895425
78.80172089392352,0.3206951745000707,18.880494593203995,0.9222948455416592,0.16462525189633656,53.0,256.0,383.01886792452825
4.006608951960872,0.0435722557024178,160.37745349185994,0.9222947854725868,0.04602888510434499,126.0,2095.0,1562.6984126984128
67.46898750455641,0.8263293668954407,12.505843225436328,0.08198474623163236,3.7437521883338056,92.0,55.0,40.21739130434783
0.8238500117770187,1.2331698915974312,0.00587412316700713,0.8824665680678102,8203.557488010589,411.0,1.0,99.7566909975669
2.43960667732642,0.031121934144646406,28.61627723178589,0.9222948504457508,0.26068011211891634,101.0,373.0,269.3069306930693
23.804773821934557,0.5266244792841183,9.186310329298127,0.4510037701629124,4.9602817064813625,112.0,46.0,58.92857142857143
9.861263256158738,0.5006602753500352,21.02911976759173,0.19157063868180432,6.035602589631933,252.0,121.0,51.98412698412698
36.92339031698796,0.3459737631075295,22.469712509857487,0.9222947081322986,0.09683026301921464,55.0,316.0,474.54545454545456
6801.758356253993,0.2745562823702319,234.3807896358931,0.9222947878515212,0.035142609172596574,110.0,3020.0,2645.454545454545
64.57726623901371,0.05728855410076353,145.3742214439454,0.9222943695345028,0.03581293292219485,86.0,1890.0,2097.6744186046512
2.88035975887336,0.07319911418583026,103.06295699128174,0.2124071635528904,0.3056744574148919,81.0,172.0,112.3456790123457
53.12208311392604,0.5486349220967952,13.457270294359212,0.07336148841803691,45.03302477536069,682.0,43.0,93.69501466275659
41.33365673111289,0.3517380821978555,21.267766582239986,0.9222948488365496,0.14614633062286755,60.0,294.0,390.0
213.41155188992508,1.1040301502673764,17.532559516811755,0.9222939900807924,0.1551234059444871,64.0,255.0,298.4375
162.65445623705426,0.3223055207364333,74.49256221085088,0.9222948497493876,0.2388759210217937,248.0,978.0,294.35483870967744
103.39790337827608,0.06083809508341439,112.33660099971551,0.9222945993846502,0.14249418608279413,214.0,1454.0,579.4392523364486
35.56218066163452,0.3550277153415139,14.09937732104856,0.9222948346947326,0.8156647065548778,165.0,198.0,20.0
0.8238500117770187,1.2331698915974312,0.0030490079647002505,0.8824665680678102,2736.9143550288704,72.0,1.0,98.61111111111113
9.16493380789384,0.4393523320918116,25.021892175809718,0.9222948482587668,0.6521521934074487,304.0,416.0,36.8421052631579
16.272486244900186,0.4963933214952524,27.805897333326286,0.6021827658118252,1.4306937460758646,183.0,153.0,16.393442622950822
23.719846375717964,0.2762392478859854,96.57500089072113,0.922267676794398,0.2712481768437113,424.0,1329.0,213.4433962264151
4831.286477167492,0.5164574608438558,117.31200424448048,0.9222948242292952,0.12187799904955088,189.0,1515.0,701.5873015873018
9806.391474903112,0.4205744978532435,263.8116841325016,0.9222946385229056,0.02415298496757039,85.0,3398.0,3897.6470588235293
33.44685553934924,0.01944663732600484,512.1174628224613,0.9222945583403216,0.004096808012068628,53.0,6616.0,12383.01886792453
0.8238500117770187,1.2331698915974312,0.00596594139398004,0.8824665680678102,1241.1463208806588,64.0,1.0,98.4375
1.5333002942741309e-09,0.0021929399057688875,2202.4795265742846,0.18443876738961668,0.4039889106991516,1214.0,2824.0,132.6194398682043
8.64277445349112,0.3257926273810131,2.1235743472563557,0.9222948499480059,1.6832172167693928,52.0,33.0,36.53846153846154
0.12832907410641106,0.029660708772190656,184.3328314778364,0.6484925919780812,0.42714940559233466,281.0,581.0,106.76156583629893
222.85081702363826,0.2943152716371858,76.79697488899879,0.9222947754736988,0.04148489195288257,61.0,1008.0,1552.4590163934427
0.8238500117770187,1.2331698915974312,0.0025632325788937514,0.8824665680678102,30217.519971106627,660.0,1.0,99.84848484848484
13.349226071835695,0.4074145977450856,5.3980024910743465,0.9222948467290106,0.8205245817818925,75.0,87.0,16.0
7.30416119365838,0.4577925405529577,9.770851302321098,0.922294845025096,0.2465353048254648,82.0,177.0,115.85365853658536
38.373740013394496,0.8642705445345894,7.473969269666992,0.09170028494309126,5.833364407808727,92.0,52.0,43.47826086956522
39.648269870673225,0.2640169811029289,31.706574429304446,0.3015740712991694,1.2115287371770596,76.0,66.0,13.157894736842106
28.267400915098115,0.5641913642941563,36.119785298871854,0.3571817025490684,4.182259076320896,348.0,169.0,51.43678160919539
895.8615724251273,0.3156129012707791,138.51815153934697,0.9222948428722392,0.02973165092086482,63.0,1793.0,2746.031746031746
53.530992052365896,0.33615888120150106,19.58886650486426,0.9222948349540728,0.1864397185131509,66.0,271.0,310.6060606060606
118.19082711541807,0.20596767402648586,14.258283313241167,0.9222947276866496,0.5776823678041211,111.0,188.0,69.36936936936937
127.89604512528852,0.9541742975465294,12.113783950521634,0.04599687818000648,7.16657028391868,122.0,44.0,63.9344262295082
23.42032498157261,0.14700499426226593,14.7941929457109,0.2955308257056932,4.714177279630245,106.0,28.0,73.58490566037736
25.22709988703616,0.3711608734552097,12.878084674292989,0.9222948488754914,0.4766785662692653,98.0,185.0,88.77551020408163
16.128161449918164,0.3953432009864376,16.714813778160956,0.9222948487497504,0.2882305146474408,100.0,253.0,153.0
67.06756456032633,0.93549551750964,11.33563583160563,0.04885484322362445,2.5172257760550814,76.0,58.0,23.684210526315788
11.935563063111696,0.4173319183077892,20.129232723636875,0.9222948350990421,0.3319870296712931,144.0,317.0,120.13888888888887
27.67652038740703,0.7843759980764529,20.1507274853209,0.1601468029052984,7.960603941566999,272.0,105.0,61.397058823529406
1054.1471632968028,0.4018976732884144,63.24257751135953,0.9222948497227078,0.07986446736957817,68.0,817.0,1101.4705882352941
31.69025745777152,0.3710100998669749,15.572959112878745,0.8579876040691068,0.538030781381397,81.0,132.0,62.96296296296296
7.079751117381742,0.0163952909242719,628.8604041838088,0.9219844108396692,0.002977408225086255,63.0,8100.0,12757.142857142857
50.7012921426764,0.3393918557166605,18.559040742024425,0.9222948368311948,0.2386542689457324,75.0,257.0,242.66666666666663
25.358456133275226,0.3698725095890144,32.99124506162927,0.9222948425445224,0.1742941692853276,122.0,473.0,287.70491803278685
20.40581027197279,0.38483621032549703,32.77365668173664,0.9222948484561886,0.2323544462933577,151.0,475.0,214.5695364238411
1219.4093887074514,0.27812717594201936,331.74412718995103,0.922294839360346,0.01545932597408317,85.0,4288.0,4944.705882352941
12267.666317870071,0.5688010962149439,397.5749621180576,0.9222943587822316,0.018567657974135555,105.0,5126.0,4781.904761904762
15.833882816162523,0.40120493835307103,8.219350148028342,0.9222948520843836,0.6806828458654309,90.0,124.0,37.77777777777778
22.55670351772382,0.37113418538931175,2.975322916735899,0.92229484024488,2.0893237320369105,86.0,44.0,48.83720930232558
298.5287446208566,0.454515730588997,46.349156847745725,0.9222948445553314,0.09053192505304848,57.0,599.0,950.8771929824561
244.9545358959926,0.9004304445348964,15.908638780811842,0.3639224939112591,2.2790396052482382,79.0,47.0,40.506329113924046
6879.071345577387,0.2960176672842704,885.3417760517117,0.9222948188739613,0.005353882734221627,70.0,11403.0,16190.0
22.44045472932604,0.6041359997879868,23.77560737147944,0.3418362294458109,5.370368440752375,280.0,122.0,56.42857142857143
7.160123651310773,0.4163328668858489,20.09176674448061,0.03634054326755686,3.2614773947546194,150.0,103.0,31.33333333333333
303.3780219170671,0.2931987007266715,52.54432689180063,0.9222948488493564,0.40668361040060375,285.0,686.0,140.7017543859649
0.8238500117770187,1.2331698915974312,0.004994205089549679,0.8824665680678102,5201.005563701443,222.0,1.0,99.54954954954957
150.2815615418402,0.7726826463195446,19.063018872475,0.9222925157087636,0.187511972857465,69.0,268.0,288.40579710144925
23.366450661765395,0.04079770713119312,237.42891930806562,0.6600123118898309,0.0572782269490993,70.0,728.0,940.0
51.523277153208,0.7780132965241302,10.846168705502588,0.11410687717876818,3.757186962166872,74.0,40.0,45.94594594594594
103.43760249094076,0.28023976059141226,24.31420159257515,0.922294840710138,0.15340202028481814,59.0,324.0,449.1525423728813
36.757671771632424,0.3523996951461589,10.167390294810966,0.9222948495360423,0.28277566649858665,50.0,144.0,188.0
0.8238500117770187,1.2331698915974312,0.0009711327801994463,0.8824665680678102,142933.06326598168,1182.0,1.0,99.91539763113369
118.27265347468851,0.5657148452621203,24.917811309410702,0.1787534479670072,0.988746413361152,50.0,50.0,0.0
147.4111363061939,1.0426994764886115,11.044642768683284,0.9222944080034222,0.3517795623816345,77.0,169.0,119.48051948051949
7.021914958897837,0.4622032371487033,9.770590738418473,0.9222948476023703,0.3896952159210147,99.0,176.0,77.77777777777777
22.55634433924253,0.4269778869813721,25.857337702958745,0.33001354989447124,1.7101182733868654,120.0,93.0,22.5
119.17397165105216,0.31316584450189705,66.60833669429289,0.9222946712430456,0.03966442203567016,57.0,880.0,1443.859649122807
19.901747482233304,0.7444456209815157,19.23458674391656,0.20436652558899973,3.7641903689092913,217.0,150.0,30.87557603686636
